objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
1044,   PLK101050529,181101003098,CRYSTAL VALLEY COOP,E,C,2012-12-19T00:00:00Z,U,Rosendale Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.58147870299996,43.999998627000025
1045,   PLK101050542,181101003120,TALCOT LAKE WMA,E,C,2012-12-19T00:00:00Z,P,Graham Lake Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,105,PHOTO,-95.49276748199998,43.76127508600001
1046,   PLK101050553,181101003143,CRYSTAL VALLEY COOP,E,C,2012-12-19T00:00:00Z,P,Lake Hanska Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.55015711499999,44.119028301000014
1047,   PLK101050418,181101002979,MORRIS COOP,E,C,2012-09-07T00:00:00Z,AA,Morris Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-95.92763216899999,45.60031862000005
1048,   PLK101050585,181101003151,NERSTRAND AGRI CENTER,E,C,2014-01-06T00:00:00Z,P,Vermillion Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.95442342199999,44.650212443000044
1049,   EJK101050620,71101003168,CRYSTAL VALLEY COOP,E,C,2013-02-12T00:00:00Z,AA,Nicollet Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.208885839,44.27516157400004
1050,   PLK101050711,181101003203,UNION PACIFIC,E,C,2012-10-12T00:00:00Z,F,Savage Railroad,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.34274609799996,44.77957586900004
1051,   PLK101050467,181101003032,JOHN TEUNE,E,C,2012-12-19T00:00:00Z,P,Barday Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,021,PHOTO,-94.36752506799996,46.722635517000015
1052,   PLK101050742,181101003249,TRUGREEN CHEMLAWN,E,C,2012-09-27T00:00:00Z,PF,Maplewood,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-92.99878858299996,45.03477039200004
1053,   PLK101050336,181101002950,EASTERN FARMERS COOP CHS,E,C,2012-09-05T00:00:00Z,AA,Battle Plain Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,133,PHOTO,-96.08504132399997,43.77556347400002
1054,   PLK101050822,181101003264,RIVER COUNTRY COOP,E,C,2012-11-06T00:00:00Z,P,Hampton Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.99624065999996,44.58595119400002
1055,   PLK101049869,181101002764,GLACIAL PLAINS,E,C,2012-08-22T00:00:00Z,AA,Willmar Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.10506485799999,45.108461347
1056,   PLK101050842,181101003270,DAVEY TREE,E,C,2012-09-27T00:00:00Z,P,Edina,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.386080547,44.90990966200002
1057,   PLK101050879,181101003279,METROPOLITAN MOSQUITO CONTROL,E,C,2012-12-12T00:00:00Z,P,Minnetonka,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.40538715299999,44.962526844000024
1058,   PLK101050504,181101003077,PRAIRIE LAKES COOP,E,C,2012-12-26T00:00:00Z,P,Park Rapids,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.05640054499997,46.91404095500002
1059,   PLK101050899,181101003287,DANS FLYING SERVICE,E,C,2012-12-12T00:00:00Z,P,Lowell Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.62833369199996,47.84426682900005
1060,   PLK101050678,181101003198,RIVER COUNTRY COOP,E,C,2012-12-17T00:00:00Z,AA,Marshan Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79451429699998,44.68791438000005
1061,   PLK101050595,181101003156,INNOVATIVE SEED,E,C,2012-12-19T00:00:00Z,P,Merton Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.10622917699999,44.131158553000034
1062,   PLK101050499,181101003067,RIVER COUNTRY COOP,E,C,2012-09-04T00:00:00Z,AA,Marshan Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.793211627,44.686588395
1063,   PLK101050495,181101003065,MILLS FLEET FARM,E,C,2012-12-20T00:00:00Z,SP,Oakdale,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.96673140299998,45.03143889500001
1064,   PLK101050262,181101002925,TRUGREEN,E,C,2012-12-26T00:00:00Z,PF,Golden Valley,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.32445356099998,45.00489547700005
1065,   PLK101050252,181101002919,TERYJON AVIATION,E,C,2012-09-06T00:00:00Z,P,Delavan,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.024553174,43.76771395000003
1066,   PLK101050045,181101003310,WEST CENTRAL AG,E,C,2012-09-11T00:00:00Z,AA,Ada,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,107,PHOTO,-96.517881364,47.305259148000005
1067,   PLK101050181,181101003311,JOHNSON FERTILIER,E,C,2012-09-11T00:00:00Z,AA,Clontarf,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.67577905399997,45.37772581400003
1068,   PLK101051026,181101003313,WOLTJER,E,C,2013-02-01T00:00:00Z,P,Kandiyohi,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.92879502799997,45.134515805000035
1069,   MPB123000051,181101003363,PROGRESSIVE AG CENTER,E,C,2012-12-14T00:00:00Z,F,Stewartville,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.48582097899998,43.85068257800003
1070,   PLK101050728,181101003245,NORTHSTAR,E,C,2013-01-22T00:00:00Z,P,Normania Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.72705473999997,44.699845186000005
1071,   PLK101051222,181101003377,SCHULTZ FARMS,E,C,2013-01-22T00:00:00Z,F,Euclid Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.630898038,47.96316077600005
1072,   PLK101050945,181101003298,PERISH RYAN,E,C,2012-10-01T00:00:00Z,P,Ward Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,153,PHOTO,-94.834891142,46.15854555200002
1073,   PLK101049878,181101002776,PROGRESSIVE AG CENTER,E,C,2012-10-02T00:00:00Z,U,Saint Charles,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,169,PHOTO,-92.07076857599998,43.96876098700005
1074,   SRR127000237,181101002804,WEST CENTRAL AG,E,C,2012-10-04T00:00:00Z,F,Grove Park-Tilden Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.11662069900001,47.73098054900004
1075,   PLK101051240,181101003381,CENTRAL VALLEY COOP,E,C,2012-10-17T00:00:00Z,F,Owatonna Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.23695273599998,44.051887593000004
1076,   PLK101051326,181101003428,CENTRAL VALLEY COOP,E,C,2013-12-13T00:00:00Z,F,Merton Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.11642618499997,44.17532225100001
1077,   PLK101050750,181101003250,METROPOLITAN MOSQUITO CONTROL,E,C,2012-12-17T00:00:00Z,P,Mound,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.67082228499999,44.92880385500001
1078,   PLK101050663,181101003196,OTTO FARMS,E,C,2012-12-17T00:00:00Z,P,Winsted Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.04287943099996,44.954538103000004
1079,   PLK101051368,181101003451,NEW HORIZONS-chs,E,C,2012-12-12T00:00:00Z,F,Fergus Falls,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-96.133567131,46.28982005100005
1080,   PLK101050345,181101002954,CHASKA CHEMICAL,E,C,2012-10-16T00:00:00Z,P,Savage,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.35281744099996,44.775497234
1081,   PLK101049404,181101002556,LQP COOP OIL CO,E,C,2012-10-17T00:00:00Z,U,Riverside Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,073,PHOTO,-96.04366922899999,44.93743661000002
1082,   PLK101049943,181101002805,HI YIELD,E,C,2012-10-18T00:00:00Z,U,Mapleton Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.95740069499999,43.904004273000055
1083,   PLK101049940,181101002800,PRAIRIE LAKES-WERTZ,E,C,2013-06-25T00:00:00Z,AA,Spring Hill Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.873283119,45.53183063900002
1084,   PLK101051436,181101003495,WATONWAN FARM SERVICE,E,C,2012-12-12T00:00:00Z,AA,Blue Earth,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.09276055199996,43.62987121400005
1085,   PLK101051441,181101003499,DIVERSIFIED MATERIALS CORP,E,C,2013-02-04T00:00:00Z,P,Newport,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,163,PHOTO,-92.99900032899995,44.85522098300004
1086,   PLK101051456,181101003517,WACONIA FARM SUPPLY,E,C,2012-11-28T00:00:00Z,AA,Laketown Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.760214663,44.822708190000014
1087,   EJK101051450,181101003514,CHS PARIRIE LAKES,E,C,2014-02-05T00:00:00Z,AA,White Bear Lake Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.56653631999995,45.61499325400001
1088,   PLK101051462,181101003524,FARMERS COOP ASSN,E,C,2013-07-10T00:00:00Z,AA,Milroy,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.555058476,44.42072727000004
1089,      JWS251084,270101000185,MAGELLAN,E,C,2008-10-14T00:00:00Z,AA,Rome Twp MP 193, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.90778848399998,43.57855517300004
1090,   LAB167000089,181101003545,CONAGRA,E,C,2012-11-06T00:00:00Z,P,Hastings,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.84742773699998,44.72649131700001
1091,   PLK101051484,181101003549,CHS INC,E,C,2012-12-10T00:00:00Z,AA,Land Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,051,PHOTO,-95.78422932000001,45.81740895900003
1092,   PLK101049865,181101002762,ROHWER,E,C,2012-11-08T00:00:00Z,AA,Wasioja Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.87712794199996,44.06908221100002
1093,   PLK101050507,181101003078,RD OFFUTT,E,C,2012-11-08T00:00:00Z,F,Red Eye Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,159,PHOTO,-95.074017147,46.68839053000005
1094,   PLK101051529,181101003572,UNKNOWN,E,C,2012-12-10T00:00:00Z,U,Bath Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.36927023499999,43.77473713200004
1095,   PLK101051473,181101003533,MASCHING,E,C,2013-07-15T00:00:00Z,AA,Hayfield Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.84895995,43.92085900000001
1096,   PLK101051501,181101003573,HELENA CHEMICAL,E,C,2013-08-02T00:00:00Z,AA,Arena Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,073,PHOTO,-96.32510167599997,44.98566313900005
1097,   PLK101049928,181101002796,ROOT RIVER AG SERVICE,E,C,2012-12-04T00:00:00Z,PF,Arendale Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-91.93874953299996,43.846806098
1098,   PLK101051596,181101003603,PRAIRIE LAKES COOP,E,C,2013-01-16T00:00:00Z,AA,White Bear Lake Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.565094375,45.61503756900004
1099,   PLK101049897,181101002780,BELGRADE COOP,E,C,2013-01-10T00:00:00Z,AA,Crow Lake Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.05869766899997,45.467527797
1100,   PLK101049932,181101002812,CHS / STRICKLER FARMS,E,C,2013-01-10T00:00:00Z,AA,Angus Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.67832416099998,48.02503248600004
1101,   PLK101049959,181101002810,PRAIRIE LAKES COOP,E,C,2012-12-04T00:00:00Z,AA,Saint Michael,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.67645752299995,45.17627958300005
1102,   PLK101049946,181101002808,RIVER COUNTRY COOP,E,C,2012-12-05T00:00:00Z,AA,Marshan Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79285567599999,44.68669017100001
1103,   PLK101049970,181101002830,KUITERS,E,C,2013-01-10T00:00:00Z,AA,Bath Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.30872861699999,43.76669665100002
1104,   PLK101049974,181101002829,PRAIRIE GRAIN PARTNERS,E,C,2012-12-10T00:00:00Z,AA,Friendship Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.80864160199997,44.732466947000034
1105,   PLK101051552,181101003583,FOSS SWIM SCHOOL,E,C,2013-01-16T00:00:00Z,SP,Chanhassen,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,019,PHOTO,-93.529627473,44.85807755600001
1106,   PLK101051446,181101003505,WESTERN COOP TRANSPORT,E,C,2013-03-14T00:00:00Z,AA,Norman Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-96.27809218599998,44.690600405000055
1107,   PLK101051459,181101003520,GENESIS,E,C,2012-12-11T00:00:00Z,U,Kelso Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-94.120425566,44.471222275
1108,   PLK101051619,181101003621,WESTERN COOP TRANSPORT,E,C,2013-01-16T00:00:00Z,AA,Inver Grove Heights,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.04267078699996,44.776374962000034
1109,   PLK101051322,181101003417,PRAIRIE RESTORATIONS,E,C,2012-12-13T00:00:00Z,P,Vadnais Heights,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.05282388899997,45.04568407200003
1110,   PLK101051192,181101003366,GREENWAY COOP,E,C,2013-03-14T00:00:00Z,F,Byron,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.66812147899998,44.03099491400002
1111,   PLK101051630,181101003622,JOHNSON FERTILIZER SERVICE,E,C,2013-03-11T00:00:00Z,AA,Clontarf,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.67519941699999,45.377652470000044
1112,   EJK101050617,181101003309,CARGILL,E,C,2013-01-23T00:00:00Z,P,Torning Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.514802245,45.28166972500003
1113,   PLK101050598,181101003158,SCOTTS HELICOPTER,E,C,2012-12-17T00:00:00Z,P,White Oak Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-94.730700453,46.90643679300001
1114,   PLK101050265,181101003651,MMCD,E,C,2012-12-26T00:00:00Z,P,Sanc Creek Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,139,PHOTO,-93.613317806,44.693756679000046
1115,   PLK101050178,181101002887,MELHEIM,E,C,2012-12-26T00:00:00Z,P,Butterfield,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.79417052099996,43.95281298900005
1116,   PLK101050184,181101002888,GREENWAY,E,C,2012-12-26T00:00:00Z,P,Marion Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.349187502,44.005429958000036
1117,   PLK101051647,181101003657,MISSION FOODS,E,C,2013-03-14T00:00:00Z,P,New Brighton,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.18695027399997,45.07486516
1118,   PLK101051466,181101003528,FARMERS MILL AND ELEVATOR,E,C,2013-07-30T00:00:00Z,P,Wheeling Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.15931971399999,44.28418543800001
1119,   PLK101050174,181101002885,UNITED FARMERS COOP,E,C,2013-01-07T00:00:00Z,P,Sibley Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,143,PHOTO,-94.14652469800001,44.47845950100003
1120,   PLK101050191,181101002901,IVERSON,E,C,2013-01-09T00:00:00Z,P,Des Moines River Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.543718136,43.993294039000034
1121,   PLK101051656,181101003664,PUBLIC WORKS CITY OF RUSHFORD,E,C,2013-01-16T00:00:00Z,P,Rushford,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-91.75598284399996,43.81928580500005
1122,   PLK101051660,181101003693,CITY OF BLAINE PUBLIC WORKS,E,C,2013-01-31T00:00:00Z,P,Blaine,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.15195431799998,45.157850266000025
1123,   PLK101050127,181101002858,SANDSTROM,E,C,2013-01-09T00:00:00Z,P,Halden Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,137,PHOTO,-92.97845275099996,46.87483059800002
1124,   PLK101050031,181101002845,MEADOWLAND COOP,E,C,2013-01-09T00:00:00Z,U,Lamberton,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,127,PHOTO,-95.26340108,44.23273962400003
1125,   PLK101049984,181101002822,RJC FARMS,E,C,2013-01-10T00:00:00Z,P,Janesville Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,161,PHOTO,-93.733467943,44.16707307500002
1126,   PLK101049949,181101002807,STAMER FARMS,E,C,2013-01-10T00:00:00Z,F,Whitefield Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.06131745799996,44.993867975
1127,   PLK101051549,181101003581,MIDWEST AG EQUIP,E,C,2013-07-18T00:00:00Z,AA,Lura Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-93.90749886499998,43.79879585400005
1128,   PLK101051566,181101003589,RIVER COUNTRY COOP,E,C,2013-01-16T00:00:00Z,AA,Montgomery,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,079,PHOTO,-93.58561808299999,44.43249017400001
1129,   PLK101051561,181101003585,CENTRAL VALLEY COOP,E,C,2013-01-16T00:00:00Z,AA,Ellendale,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.28904448499998,43.87060835800003
1130,   PLK101051539,181101003577,FCA CORP,E,C,2013-08-02T00:00:00Z,AA,Belmont Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-94.99455191699997,43.717646900000034
1131,   EJK101051140,181101003351,MN VALLEY IRRIGATION,E,C,2013-02-01T00:00:00Z,P,Osage Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,005,PHOTO,-95.259113125,46.904741113
1132,   PLK101050016,181101002841,BLOMME,E,C,2013-01-24T00:00:00Z,P,Fairview Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,083,PHOTO,-95.745360215,44.511041886000044
1133,   PLK101050561,181101003144,WEST CENTRAL AG AIR,E,C,2013-01-28T00:00:00Z,P,Dollymount Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,155,PHOTO,-96.29023148299996,45.75454020700005
1134,   PLK101050010,181101002838,NEW VISION COOP,E,C,2013-01-29T00:00:00Z,AA,Alba Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-95.43615245000001,43.70125194100001
1135,   PLK101051674,181101003716,PETERSONS MILL,E,C,2013-02-14T00:00:00Z,AA,Cambridge,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,059,PHOTO,-93.22081931099996,45.56930165600005
1136,   PLK101051692,181101003739,CITY OF ORTONVILLE,E,C,2013-02-21T00:00:00Z,P,Ortonville,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,011,PHOTO,-96.43481331199996,45.304735685000026
1137,   PLK101051319,181101003415,PROGRESSIVE RAIL,E,C,2013-04-09T00:00:00Z,P,Lakeville,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.22672527699996,44.63426202800002
1138,   PLK101050488,181101003059,CHANDLER COOP,E,C,2013-06-25T00:00:00Z,AA,Edgerton,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,117,PHOTO,-96.13386952799999,43.871608271000014
1139,   PLK101050592,181101003154,MAGELLAN AMMONIA PIPELINE,E,C,2013-03-27T00:00:00Z,AA,Vernon Center Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.17335562099998,44.01381194000004
1140,   PLK101051523,181101003568,WESTERN COOP TRANSPORT,E,C,2015-01-28T00:00:00Z,AA,Heron Lake Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,063,PHOTO,-95.17489127799996,43.70888357800004
1141,   PLK101051517,181101003557,CENTRAL VALLEY COOP,E,C,2013-07-17T00:00:00Z,AA,Aurora Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.15903639199996,43.951861995
1142,   PLK101051699,181101003746,CHS AG SERVICE,E,C,2013-02-28T00:00:00Z,AA,Saint Hilaire,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,113,PHOTO,-96.21554723899999,48.006562039000016
1143,   PLK101051717,181101003757,CENTRA SOTA,E,C,2013-02-28T00:00:00Z,AA,Maple Lake,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.99243878499999,45.22924941800005
1144,   PLK101051719,181101003758,NUWAY COOP,E,C,2013-11-19T00:00:00Z,AA,Sherburn,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.73148588699996,43.65225801300005
1145,   PLK101050588,181101003153,WILMAR CITY OF,E,C,2013-04-09T00:00:00Z,SP,Willmar,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.04469509199998,45.11532882900002
1146,      PLK219090,181101003822,TRUGREEN,E,C,2016-03-14T00:00:00Z,PF,Ham Lake, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.20267800799996,45.29319230600004
1147,   PLK101051817,181101003820,"ORIGINATION, INC",E,C,2013-11-26T00:00:00Z,O,Rosemount, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.02682569999996,44.75969385500002
1148,   PLK101051872,181101003833,HARVEST LAND COOP,E,C,2013-08-05T00:00:00Z,PF,Long Lake Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,165,PHOTO,-94.65421757899998,43.920690301000036
1149,   PLK101051891,181101003836,FARM COUNTRY COOP,E,C,2013-12-04T00:00:00Z,AA,Kalmar Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.60864328099996,44.07073713300002
1150,   PLK101051884,181101003838,FEDERATED COOP,E,C,2014-03-12T00:00:00Z,AA,Stanchfield Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,059,PHOTO,-93.23951568299998,45.66406767700005
1151,   PLK101051941,181101003841,PETERSEN FARMS,E,C,2013-09-12T00:00:00Z,F,Louriston Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.41616235099997,45.10867807300002
1152,      PLK219063,71101003847,HAYWARD COOP,E,C,2008-08-05T00:00:00Z,AA,Hayward, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.24384093399999,43.651367214000004
1153,   EJK101050259,71101003845,CRYSTAL VALLEY COOP,E,C,2012-05-29T00:00:00Z,N,Elysian Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,079,PHOTO,-93.705969961,44.20027072900001
1154,   EJK101000368,71101003842,FARMERS COOP COMPANY,E,C,2009-07-25T00:00:00Z,AA,Elmore Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.08323510899999,43.543775580000045
1155,   PLK101052063,181101003854,JENSEN TRANSPORT,E,C,2013-12-23T00:00:00Z,AA,Dublin Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.42454300899999,45.23837156100001
1156,   PLK101052150,181101003888,CENTRAL VALLEY COOP,E,C,2013-10-01T00:00:00Z,N,Northfield, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.14271737600001,44.412856953000016
1157,   AJJ101052164,181101003891,RIVER COUNTRY COOP,E,C,2013-09-30T00:00:00Z,AA,Randolph, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.01615013099996,44.53021482400004
